"ID","Title","Is Automated","Steps","Steps","Steps (Step)","Template","is_converted"
"C634","TC-GEN-050: Descargar PDF de reporte traducido","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Acceder a la sección de reportes</li><li style=""margin: 4px 0px"">Seleccionar o generar un reporte</li><li style=""margin: 4px 0px"">Abrir el reporte para visualizarlo</li><li style=""margin: 4px 0px"">Localizar el botón de traducción</li><li style=""margin: 4px 0px"">Hacer clic en el botón de traducción</li><li style=""margin: 4px 0px"">Seleccionar un idioma diferente (ej: Inglés, Francés, Portugués)</li><li style=""margin: 4px 0px"">Esperar a que se complete la traducción</li><li style=""margin: 4px 0px"">Revisar que el contenido está completamente traducido</li><li style=""margin: 4px 0px"">Localizar el botón o opción de descarga en la interfaz</li><li style=""margin: 4px 0px"">Hacer clic en ""Descargar"", ""Exportar PDF"" o similar</li><li style=""margin: 4px 0px"">Se abre menú de opciones de descarga (si aplica)</li><li style=""margin: 4px 0px"">Seleccionar ""PDF"" como formato de descarga</li><li style=""margin: 4px 0px"">Hacer clic en ""Descargar"" o ""Confirmar""</li><li style=""margin: 4px 0px"">Esperar a que se complete la descarga del archivo</li><li style=""margin: 4px 0px"">Revisar que el archivo fue descargado correctamente</li><li style=""margin: 4px 0px"">Abrir el PDF descargado con un lector PDF</li><li style=""margin: 4px 0px"">Validar el contenido del PDF</li><li style=""margin: 4px 0px"">Comparar con la versión visualizada en pantalla</li><li style=""margin: 4px 0px"">Verificar que el idioma de traducción se mantuvo en el PDF</li><li style=""margin: 4px 0px"">Revisar que los formatos (tablas, gráficos, imágenes) se conservaron</li></ol>","","","Test Case (Text)","1"
"C635","TC-GEN-051: Editar reporte traducido","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Acceder a la sección de reportes</li><li style=""margin: 4px 0px"">Seleccionar o generar un reporte</li><li style=""margin: 4px 0px"">Abrir el reporte para visualizarlo</li><li style=""margin: 4px 0px"">Localizar el botón de traducción</li><li style=""margin: 4px 0px"">Hacer clic en el botón de traducción</li><li style=""margin: 4px 0px"">Seleccionar un idioma diferente (ej: Inglés, Francés, Portugués)</li><li style=""margin: 4px 0px"">Esperar a que se complete la traducción</li><li style=""margin: 4px 0px"">Revisar que el contenido está completamente traducido</li><li style=""margin: 4px 0px"">Localizar el botón o opción de ""Editar"" en la interfaz</li><li style=""margin: 4px 0px"">Hacer clic en ""Editar"" o ""Edit""</li><li style=""margin: 4px 0px"">Esperar a que se abra el editor</li><li style=""margin: 4px 0px"">Verificar que el contenido editable está en el idioma traducido</li><li style=""margin: 4px 0px"">Seleccionar una sección de texto para editar</li><li style=""margin: 4px 0px"">Modificar el texto (corregir errores, agregar/cambiar contenido)</li><li style=""margin: 4px 0px"">Deshacer cambios si existe la opción (Ctrl+Z)</li><li style=""margin: 4px 0px"">Rehacer cambios si existe la opción (Ctrl+Y)</li><li style=""margin: 4px 0px"">Hacer clic en ""Guardar"" o ""Aplicar cambios""</li><li style=""margin: 4px 0px"">Esperar a que se guarden los cambios</li><li style=""margin: 4px 0px"">Cambiar de idioma para validar que los cambios se mantienen</li><li style=""margin: 4px 0px"">Validar que cambios se reflejen al regresar al idioma traducido</li></ol>","","","Test Case (Text)","1"
"C636","TC-GEN-052: Copiar reporte traducido","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Acceder a la sección de reportes</li><li style=""margin: 4px 0px"">Seleccionar o generar un reporte</li><li style=""margin: 4px 0px"">Abrir el reporte para visualizarlo</li><li style=""margin: 4px 0px"">Localizar el botón de traducción</li><li style=""margin: 4px 0px"">Hacer clic en el botón de traducción</li><li style=""margin: 4px 0px"">Seleccionar un idioma diferente (ej: Inglés, Francés, Portugués)</li><li style=""margin: 4px 0px"">Esperar a que se complete la traducción</li><li style=""margin: 4px 0px"">Revisar que el contenido está completamente traducido</li><li style=""margin: 4px 0px"">Localizar el botón o opción de ""Copiar"", ""Duplicar"" o ""Clonar""</li><li style=""margin: 4px 0px"">Hacer clic en ""Copiar"" o similar</li><li style=""margin: 4px 0px"">Si se solicita, ingresar nombre para la copia (ej: ""Reporte - Copia"")</li><li style=""margin: 4px 0px"">Hacer clic en ""Confirmar"" o ""Crear copia""</li><li style=""margin: 4px 0px"">Esperar a que se complete la operación de copia</li><li style=""margin: 4px 0px"">Revisar que se cree un nuevo reporte como copia</li><li style=""margin: 4px 0px"">Verificar que la copia incluya el contenido traducido</li><li style=""margin: 4px 0px"">Abrir la copia creada</li><li style=""margin: 4px 0px"">Validar que esté en el idioma traducido</li><li style=""margin: 4px 0px"">Revisar que todos los datos coincidan con el original traducido</li><li style=""margin: 4px 0px"">Verificar que los cambios en la copia no afecten el original</li><li style=""margin: 4px 0px"">Editar la copia para validar independencia del original</li></ol>","","","Test Case (Text)","1"
"C640","TC-GEN-056: Traducir transcripción de ES a EN","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección donde se listan o visualizan las transcripciones.</li><li style=""margin: 4px 0px"">Seleccionar una transcripción que esté en español (ES).</li><li style=""margin: 4px 0px"">Localizar y seleccionar la opción para traducir la transcripción.</li><li style=""margin: 4px 0px"">Elegir el idioma de destino “inglés (EN)” en el selector de idiomas.</li><li style=""margin: 4px 0px"">Confirmar la acción de traducción si el sistema lo solicita.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese la solicitud y realice la traducción.</li><li style=""margin: 4px 0px"">Verificar que la transcripción traducida se muestre correctamente en inglés.</li><li style=""margin: 4px 0px"">Revisar que el contenido traducido sea coherente, legible y mantenga el significado del texto original.</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada.</li></ol>","","","Test Case (Text)","1"
"C641","TC-GEN-057: Traducir transcripción de ES a CA","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección donde se listan o visualizan las transcripciones.</li><li style=""margin: 4px 0px"">Seleccionar una transcripción que esté en español (ES).</li><li style=""margin: 4px 0px"">Localizar y seleccionar la opción para traducir la transcripción.</li><li style=""margin: 4px 0px"">Elegir el idioma de destino “catalán (CA)” en el selector de idiomas.</li><li style=""margin: 4px 0px"">Confirmar la acción de traducción si el sistema lo solicita.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese la solicitud y realice la traducción.</li><li style=""margin: 4px 0px"">Verificar que la transcripción traducida se muestre correctamente en catalán.</li><li style=""margin: 4px 0px"">Revisar que el contenido traducido sea coherente, legible y mantenga el significado del texto original.</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada.</li></ol>","","","Test Case (Text)","1"
"C642","TC-GEN-058: Traducir transcripción de ES a GL","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección donde se listan o visualizan las transcripciones.</li><li style=""margin: 4px 0px"">Seleccionar una transcripción que esté en español (ES).</li><li style=""margin: 4px 0px"">Localizar y seleccionar la opción para traducir la transcripción.</li><li style=""margin: 4px 0px"">Elegir el idioma de destino “gallego (GL)” en el selector de idiomas.</li><li style=""margin: 4px 0px"">Confirmar la acción de traducción si el sistema lo solicita.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese la solicitud y realice la traducción.</li><li style=""margin: 4px 0px"">Verificar que la transcripción traducida se muestre correctamente en gallego.</li><li style=""margin: 4px 0px"">Revisar que el contenido traducido sea coherente, legible y mantenga el significado del texto original.</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada.</li></ol>","","","Test Case (Text)","1"
"C643","TC-GEN-059: Traducir transcripción de ES a FR","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección donde se listan o visualizan las transcripciones.</li><li style=""margin: 4px 0px"">Seleccionar una transcripción que esté en español (ES).</li><li style=""margin: 4px 0px"">Localizar y seleccionar la opción para traducir la transcripción.</li><li style=""margin: 4px 0px"">Elegir el idioma de destino “francés (FR)” en el selector de idiomas.</li><li style=""margin: 4px 0px"">Confirmar la acción de traducción si el sistema lo solicita.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese la solicitud y realice la traducción.</li><li style=""margin: 4px 0px"">Verificar que la transcripción traducida se muestre correctamente en francés.</li><li style=""margin: 4px 0px"">Revisar que el contenido traducido sea coherente, legible y mantenga el significado del texto original.</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada.</li></ol>","","","Test Case (Text)","1"
"C644","TC-GEN-060: Traducir transcripción de ES a PT-PT","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección donde se listan o visualizan las transcripciones.</li><li style=""margin: 4px 0px"">Seleccionar una transcripción que esté en español (ES).</li><li style=""margin: 4px 0px"">Localizar y seleccionar la opción para traducir la transcripción.</li><li style=""margin: 4px 0px"">Elegir el idioma de destino “portugués de Portugal (PT-PT)” en el selector de idiomas.</li><li style=""margin: 4px 0px"">Confirmar la acción de traducción si el sistema lo solicita.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese la solicitud y realice la traducción.</li><li style=""margin: 4px 0px"">Verificar que la transcripción traducida se muestre correctamente en portugués de Portugal.</li><li style=""margin: 4px 0px"">Revisar que el contenido traducido sea coherente, legible y mantenga el significado del texto original.</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada.</li></ol>","","","Test Case (Text)","1"
"C645","TC-GEN-061: Traducir transcripción de ES a PT-BR","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección donde se listan o visualizan las transcripciones.</li><li style=""margin: 4px 0px"">Seleccionar una transcripción que esté en español (ES).</li><li style=""margin: 4px 0px"">Localizar y seleccionar la opción para traducir la transcripción.</li><li style=""margin: 4px 0px"">Elegir el idioma de destino “portugués de Brasil (PT-BR)” en el selector de idiomas.</li><li style=""margin: 4px 0px"">Confirmar la acción de traducción si el sistema lo solicita.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese la solicitud y realice la traducción.</li><li style=""margin: 4px 0px"">Verificar que la transcripción traducida se muestre correctamente en portugués de Brasil.</li><li style=""margin: 4px 0px"">Revisar que el contenido traducido sea coherente, legible y mantenga el significado del texto original.</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada.</li></ol>","","","Test Case (Text)","1"
"C647","TC-GEN-063: Traducir transcripción a múltiples idiomas","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección donde se listan o visualizan las transcripciones.</li><li style=""margin: 4px 0px"">Seleccionar una transcripción disponible para traducir.</li><li style=""margin: 4px 0px"">Localizar y seleccionar la opción para traducir la transcripción.</li><li style=""margin: 4px 0px"">Elegir el primer idioma de destino (por ejemplo, inglés - EN) en el selector de idiomas.</li><li style=""margin: 4px 0px"">Confirmar la acción de traducción y esperar a que el sistema muestre la transcripción traducida.</li><li style=""margin: 4px 0px"">Repetir los pasos 4 a 6 para cada uno de los idiomas de destino disponibles (CA, GL, FR, PT-PT, PT-BR, etc.).</li><li style=""margin: 4px 0px"">Verificar que cada traducción se muestre correctamente en el idioma seleccionado.</li><li style=""margin: 4px 0px"">Revisar que el contenido traducido en cada idioma sea coherente, legible y mantenga el significado del texto original.</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada en cada idioma.</li></ol>","","","Test Case (Text)","1"
"C649","TC-GEN-065: Descargar VTT de transcripción traducida","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección donde se listan o visualizan las transcripciones.</li><li style=""margin: 4px 0px"">Seleccionar una transcripción que ya haya sido traducida a un idioma de destino.</li><li style=""margin: 4px 0px"">Verificar que esté disponible la opción para descargar la transcripción traducida en formato VTT.</li><li style=""margin: 4px 0px"">Hacer clic en la opción de descarga del archivo VTT para la transcripción traducida.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese la solicitud y descargue el archivo.</li><li style=""margin: 4px 0px"">Abrir el archivo VTT descargado y revisar que el contenido corresponda a la transcripción traducida, con los tiempos y formato correctos.</li><li style=""margin: 4px 0px"">Validar que el archivo no contenga errores de formato y que sea compatible con reproductores de subtítulos estándar.</li><li style=""margin: 4px 0px"">Repetir el proceso con transcripciones traducidas a diferentes idiomas, si están disponibles.</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada.</li></ol>","","","Test Case (Text)","1"
"C651","TC-GEN-067: Diarización mantenida en traducción","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección donde se listan o visualizan las transcripciones.</li><li style=""margin: 4px 0px"">Seleccionar una transcripción que incluya diarización (diferenciación de hablantes).</li><li style=""margin: 4px 0px"">Localizar y seleccionar la opción para traducir la transcripción a un idioma de destino.</li><li style=""margin: 4px 0px"">Confirmar la acción de traducción si el sistema lo solicita.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese la solicitud y muestre la transcripción traducida.</li><li style=""margin: 4px 0px"">Verificar que la transcripción traducida mantiene la información de diarización, es decir, los segmentos de cada hablante siguen correctamente identificados.</li><li style=""margin: 4px 0px"">Revisar que el contenido traducido de cada hablante sea coherente y corresponda al texto original.</li><li style=""margin: 4px 0px"">Descargar la transcripción traducida (si aplica) y validar que la diarización también se mantiene en el archivo exportado.</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada.</li></ol>","","","Test Case (Text)","1"
"C670","TC-GEN-086: Procesar audio batch en Inglés","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección de procesamiento batch de audio.</li><li style=""margin: 4px 0px"">Seleccionar la opción para cargar múltiples archivos de audio.</li><li style=""margin: 4px 0px"">Cargar varios archivos de audio en inglés (asegurarse de que los archivos sean válidos y estén en el formato soportado).</li><li style=""margin: 4px 0px"">Iniciar el procesamiento batch de los archivos cargados.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese todos los archivos y genere las transcripciones correspondientes.</li><li style=""margin: 4px 0px"">Verificar que cada archivo de audio procesado genere una transcripción en inglés.</li><li style=""margin: 4px 0px"">Revisar que las transcripciones sean coherentes, legibles y correspondan al contenido de los audios originales.</li><li style=""margin: 4px 0px"">Validar que el sistema notifique al usuario sobre el estado del procesamiento (éxito, errores, archivos fallidos, etc.).</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada durante el procesamiento batch.</li></ol>","","","Test Case (Text)","1"
"C671","TC-GEN-087: Procesar audio batch en Catalán","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección de procesamiento batch de audio.</li><li style=""margin: 4px 0px"">Seleccionar la opción para cargar múltiples archivos de audio.</li><li style=""margin: 4px 0px"">Cargar varios archivos de audio en catalán (asegurarse de que los archivos sean válidos y estén en el formato soportado).</li><li style=""margin: 4px 0px"">Iniciar el procesamiento batch de los archivos cargados.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese todos los archivos y genere las transcripciones correspondientes.</li><li style=""margin: 4px 0px"">Verificar que cada archivo de audio procesado genere una transcripción en catalán.</li><li style=""margin: 4px 0px"">Revisar que las transcripciones sean coherentes, legibles y correspondan al contenido de los audios originales.</li><li style=""margin: 4px 0px"">Validar que el sistema notifique al usuario sobre el estado del procesamiento (éxito, errores, archivos fallidos, etc.).</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada durante el procesamiento batch.</li></ol>","","","Test Case (Text)","1"
"C672","TC-GEN-088: Procesar audio batch en Gallego","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección de procesamiento batch de audio.</li><li style=""margin: 4px 0px"">Seleccionar la opción para cargar múltiples archivos de audio.</li><li style=""margin: 4px 0px"">Cargar varios archivos de audio en gallego (asegurarse de que los archivos sean válidos y estén en el formato soportado).</li><li style=""margin: 4px 0px"">Iniciar el procesamiento batch de los archivos cargados.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese todos los archivos y genere las transcripciones correspondientes.</li><li style=""margin: 4px 0px"">Verificar que cada archivo de audio procesado genere una transcripción en gallego.</li><li style=""margin: 4px 0px"">Revisar que las transcripciones sean coherentes, legibles y correspondan al contenido de los audios originales.</li><li style=""margin: 4px 0px"">Validar que el sistema notifique al usuario sobre el estado del procesamiento (éxito, errores, archivos fallidos, etc.).</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada durante el procesamiento batch.</li></ol>","","","Test Case (Text)","1"
"C673","TC-GEN-089: Procesar audio batch en Francés","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección de procesamiento batch de audio.</li><li style=""margin: 4px 0px"">Seleccionar la opción para cargar múltiples archivos de audio.</li><li style=""margin: 4px 0px"">Cargar varios archivos de audio en francés (asegurarse de que los archivos sean válidos y estén en el formato soportado).</li><li style=""margin: 4px 0px"">Iniciar el procesamiento batch de los archivos cargados.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese todos los archivos y genere las transcripciones correspondientes.</li><li style=""margin: 4px 0px"">Verificar que cada archivo de audio procesado genere una transcripción en francés.</li><li style=""margin: 4px 0px"">Revisar que las transcripciones sean coherentes, legibles y correspondan al contenido de los audios originales.</li><li style=""margin: 4px 0px"">Validar que el sistema notifique al usuario sobre el estado del procesamiento (éxito, errores, archivos fallidos, etc.).</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada durante el procesamiento batch.</li></ol>","","","Test Case (Text)","1"
"C674","TC-GEN-090: Procesar audio batch en Portugués PT-PT","No","<ol style='padding-inline-start: 28px; color: rgb(191, 191, 191); font-family: ""Segoe WPC"", ""Segoe UI"", sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(25, 26, 27); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial' data-pasted=""true""><li style=""margin: 4px 0px"">Iniciar sesión en la aplicación con un usuario válido.</li><li style=""margin: 4px 0px"">Acceder a la sección de procesamiento batch de audio.</li><li style=""margin: 4px 0px"">Seleccionar la opción para cargar múltiples archivos de audio.</li><li style=""margin: 4px 0px"">Cargar varios archivos de audio en portugués de Portugal (asegurarse de que los archivos sean válidos y estén en el formato soportado).</li><li style=""margin: 4px 0px"">Iniciar el procesamiento batch de los archivos cargados.</li><li style=""margin: 4px 0px"">Esperar a que el sistema procese todos los archivos y genere las transcripciones correspondientes.</li><li style=""margin: 4px 0px"">Verificar que cada archivo de audio procesado genere una transcripción en portugués de Portugal.</li><li style=""margin: 4px 0px"">Revisar que las transcripciones sean coherentes, legibles y correspondan al contenido de los audios originales.</li><li style=""margin: 4px 0px"">Validar que el sistema notifique al usuario sobre el estado del procesamiento (éxito, errores, archivos fallidos, etc.).</li><li style=""margin: 4px 0px"">Documentar los resultados y cualquier error o inconsistencia encontrada durante el procesamiento batch.</li></ol>","","","Test Case (Text)","1"
